signal,pred,prev_spread,next_spread
0,0.78566486,0.8166010659649435,[0.83300347]
0,0.78346395,0.8330034714478988,[0.84430259]
0,0.7972796,0.8443025883472339,[0.87646384]
0,0.8112711,0.876463843420603,[0.86508017]
0,0.823864,0.8650801703759871,[0.84381569]
1,0.84962636,0.8438156936205643,[0.80929746]
1,0.8568636,0.8092974592272129,[0.82015372]
1,0.82358164,0.8201537249304967,[0.83106797]
0,0.7863118,0.8310679719905445,[0.82577346]
0,0.77518755,0.8257734564322141,[0.81277857]
0,0.7770585,0.812778570685221,[0.83159594]
0,0.7992667,0.8315959368449224,[0.83171134]
0,0.79957163,0.8317113420454041,[0.80243763]
0,0.7963406,0.8024376328739429,[0.79741333]
0,0.78808546,0.7974133253051457,[0.73783172]
1,0.7756603,0.7378317202622544,[0.72827446]
1,0.7672974,0.7282744599556968,[0.72449564]
0,0.72082734,0.7244956365312284,[0.6992849]
1,0.7104486,0.699284896599914,[0.70199906]
0,0.69021887,0.701999055944576,[0.67230145]
1,0.6896716,0.6723014510206208,[0.5762899]
1,0.69084966,0.5762898993503116,[0.58614097]
1,0.67894757,0.5861409690320089,[0.57716724]
1,0.6350372,0.5771672390467272,[0.54159772]
1,0.6162411,0.5415977208866689,[0.55585742]
1,0.6023447,0.5558574178969122,[0.5585214]
1,0.61975265,0.5585214010674522,[0.55736307]
1,0.62146646,0.5573630747959504,[0.5593153]
1,0.5957091,0.5593152996446789,[0.54608273]
1,0.597292,0.5460827275024904,[0.55568868]
1,0.58377326,0.5556886772817152,[0.55919878]
0,0.5412038,0.5591987794181048,[0.52329401]
1,0.5334729,0.523294010079836,[0.54473336]
0,0.5225555,0.5447333600939597,[0.52848223]
0,0.52219516,0.5284822264840996,[0.57955507]
0,0.5168992,0.5795550674219112,[0.58374069]
0,0.5010901,0.5837406895321349,[0.57964037]
0,0.5373236,0.5796403669179194,[0.61062471]
0,0.5561825,0.6106247119515932,[0.55599494]
1,0.57757425,0.5559949377815443,[0.54104857]
1,0.5721307,0.5410485705365506,[0.50117524]
1,0.5488625,0.5011752375005576,[0.51129744]
1,0.5300209,0.5112974443601982,[0.49575379]
0,0.49543735,0.4957537948054653,[0.43273085]
1,0.48293564,0.4327308475684999,[0.45814861]
1,0.4751992,0.45814861067748996,[0.45800124]
0,0.45720515,0.45800124139571546,[0.44395321]
1,0.45309964,0.4439532135051958,[0.45458592]
0,0.43479553,0.4545859164771124,[0.51167841]
0,0.44726482,0.5116784116081652,[0.49454882]
0,0.44106105,0.49454882327579813,[0.46774415]
1,0.46781477,0.46774415354652643,[0.49556963]
0,0.48127595,0.4955696296626676,[0.50706722]
0,0.48034772,0.5070672212063096,[0.48059148]
0,0.46438256,0.48059148417406317,[0.51475384]
0,0.46625873,0.5147538394065085,[0.51335281]
0,0.48835853,0.5133528091224007,[0.49056037]
1,0.49637386,0.4905603749461072,[0.50086675]
0,0.5000704,0.5008667469485457,[0.44797474]
1,0.49827734,0.4479747409422712,[0.45634673]
1,0.49763128,0.456346728513447,[0.47782696]
0,0.47145405,0.47782696281759673,[0.41921803]
1,0.4677132,0.41921803220195364,[0.40844632]
1,0.46053556,0.40844632264395,[0.41332568]
1,0.4598674,0.4133256768208374,[0.40833147]
1,0.45009664,0.4083314749565141,[0.42498941]
0,0.42116198,0.4249894072521302,[0.40500461]
1,0.4107983,0.4050046087745121,[0.41054722]
1,0.42777243,0.41054721763822655,[0.42386639]
1,0.42519072,0.42386639014019606,[0.45363108]
0,0.42961106,0.45363108246732986,[0.46108206]
0,0.42025754,0.46108205848683537,[0.46924739]
0,0.44153008,0.4692473945556994,[0.4472312]
1,0.46919832,0.4472312043768492,[0.42595781]
1,0.48687795,0.42595780741269357,[0.4517584]
1,0.4676467,0.4517583961464696,[0.39366665]
1,0.4470801,0.3936666517996522,[0.36606214]
1,0.44673654,0.3660621366873323,[0.37992842]
1,0.44327685,0.3799284153249187,[0.29948802]
1,0.42492425,0.2994880171862693,[0.33339466]
1,0.40519384,0.333394659768372,[0.34379414]
1,0.38696802,0.34379413644945966,[0.18338685]
1,0.38684428,0.18338685458573067,[0.14412456]
1,0.3721517,0.14412455584794015,[0.15656806]
1,0.34339365,0.1565680611926319,[0.16790602]
1,0.3221762,0.16790601816749184,[0.19907732]
1,0.26120242,0.1990773159091923,[0.167447]
1,0.24256873,0.16744699909311245,[0.16482539]
1,0.25882888,0.16482538691405413,[0.17431259]
1,0.24174532,0.17431258641452207,[0.15602523]
1,0.23708451,0.15602522932369955,[0.18151584]
1,0.21145591,0.18151584080400818,[0.18755854]
1,0.19371325,0.18755853886980955,[0.19449047]
1,0.20448372,0.1944904702436704,[0.18488879]
1,0.19068441,0.18488879473113007,[0.25808524]
0,0.20323932,0.25808524002794975,[0.25221519]
0,0.20081082,0.25221518516866637,[0.25137687]
0,0.22033188,0.25137687138545717,[0.30310609]
0,0.23494247,0.3031060910158635,[0.33710547]
0,0.25240776,0.3371054666012519,[0.33189718]
0,0.26082268,0.331897179727339,[0.33350746]
0,0.28847432,0.3335074632413066,[0.33348052]
0,0.31405586,0.333480516777426,[0.32500186]
0,0.3216406,0.32500185837681944,[0.30361027]
1,0.31583053,0.3036102686469534,[0.34460755]
0,0.3208598,0.34460754798328924,[0.34020561]
0,0.3194913,0.3402056108112931,[0.32621594]
1,0.32955968,0.3262159359529014,[0.33705473]
0,0.33562344,0.3370547329140836,[0.34771977]
0,0.337143,0.34771977164265616,[0.33860109]
0,0.3372493,0.3386010882654655,[0.3355842]
1,0.33747286,0.33558419933693123,[0.31523386]
1,0.33600545,0.3152338581389472,[0.33369702]
0,0.32830048,0.33369701767688037,[0.28904877]
1,0.3124055,0.28904877124124706,[0.31211699]
1,0.31345052,0.3121169885375319,[0.30429229]
0,0.2928277,0.3042922929396549,[0.31915763]
0,0.2971975,0.31915763495532434,[0.33693784]
0,0.28957614,0.3369378410121464,[0.34716523]
0,0.30070707,0.34716523199976224,[0.33620508]
0,0.31957373,0.33620508303227636,[0.31126214]
1,0.33408776,0.3112621352006304,[0.33498617]
1,0.3364835,0.33498617367646377,[0.35933295]
0,0.31912556,0.35933295422446226,[0.35551641]
0,0.32201725,0.3555164057505613,[0.36455425]
0,0.33826405,0.3645542497361106,[0.38293824]
0,0.37295467,0.3829382424215398,[0.35871672]
1,0.3944242,0.35871671647116554,[0.36761295]
1,0.40492803,0.3676129521430799,[0.33167789]
1,0.4015083,0.3316778912626556,[0.33696999]
1,0.40413868,0.33696999093112157,[0.29965955]
1,0.38462943,0.29965954536669503,[0.26987869]
1,0.38353232,0.2698786851612328,[0.25573941]
1,0.36557797,0.2557394109688834,[0.28227016]
1,0.3430908,0.2822701559549827,[0.29984798]
1,0.32817042,0.2998479847761768,[0.27997766]
1,0.3226155,0.2799776623106315,[0.24411266]
1,0.33301106,0.24411266223629602,[0.25667901]
1,0.3545328,0.25667900628874685,[0.26067266]
1,0.3276117,0.2606726580735327,[0.27715813]
1,0.3101949,0.2771581330003122,[0.2518253]
1,0.29806256,0.2518252977119665,[0.25256976]
1,0.3166143,0.2525697634657985,[0.25361882]
1,0.32009128,0.2536188171803221,[0.25948794]
1,0.3133363,0.2594879428511965,[0.237668]
1,0.30286944,0.2376679972644694,[0.16720039]
1,0.30354577,0.16720039248918428,[0.16591421]
1,0.30510908,0.16591420989251116,[0.18584586]
1,0.27265394,0.1858458587930958,[0.13976796]
1,0.25885662,0.1397679630703359,[0.13042293]
1,0.24090502,0.13042292939654787,[0.1040429]
1,0.23846564,0.10404289877049788,[0.08839239]
1,0.23462963,0.08839239254865228,[0.07513027]
1,0.20441863,0.07513027221503643,[0.0572328]
1,0.18802401,0.05723280258091401,[0.0420428]
1,0.17067167,0.0420428021349033,[0.01918105]
1,0.15097868,0.019181050503248365,[0.01295828]
1,0.1405218,0.012958275723651935,[0.00662864]
1,0.11822035,0.0066286442769430964,[0.01649235]
1,0.10198865,0.016492350921011534,[0.02563296]
1,0.08696153,0.025632963144670895,[0.0460608]
1,0.07940025,0.04606079865602186,[0.]
1,0.079287075,0.0,[0.00742589]
1,0.096275784,0.007425887932444253,[0.01040988]
1,0.089799084,0.010409883591276037,[0.0071423]
1,0.08250079,0.007142299629811277,[0.01470515]
1,0.07131419,0.014705149933842088,[0.05748889]
1,0.06642998,0.05748888690662024,[0.05401298]
1,0.07234844,0.05401297890370638,[0.02814029]
1,0.08890865,0.028140285149339084,[0.05310683]
1,0.10315909,0.053106834366590805,[0.00108901]
1,0.10228876,0.0010890088161396028,[0.0238229]
1,0.09737196,0.023822904122623112,[0.05052258]
1,0.08765908,0.050522575561601446,[0.01202649]
1,0.086347364,0.012026485586429714,[0.02852757]
1,0.08935667,0.028527570878491892,[0.04660865]
1,0.09466078,0.04660864814236654,[0.06306606]
1,0.09340138,0.06306606157917427,[0.07704254]
1,0.085694484,0.07704254196214855,[0.0767662]
1,0.10190644,0.07676620132911105,[0.04029295]
1,0.1139205,0.04029295452180248,[0.15107897]
0,0.11650104,0.15107897358131517,[0.12083798]
0,0.11546179,0.12083797927538176,[0.11250799]
1,0.14904532,0.11250799102032316,[0.13843662]
1,0.16082898,0.13843662191695316,[0.13703931]
1,0.17391345,0.13703930838648293,[0.13075298]
1,0.17750251,0.13075297711966494,[0.15878733]
1,0.17680883,0.15878733479030116,[0.17907133]
1,0.18562895,0.17907133193583402,[0.20373571]
0,0.1954697,0.20373570908225924,[0.20424342]
1,0.2108894,0.20424341762930587,[0.22286919]
