Ticker,Pair Ticker,Mape Value,MAPE_Diff,Pair Mape
QCOM,LRCX,2.879957102643751,0.1477995239123664,2.7321575787313845
MSI,FICO,2.5578823667382116,0.17744157449054665,2.735323941228758
TER,SNPS,2.888012907444673,0.15263877359377798,2.735374133850895
ENPH,NXPI,7.447449492364927,4.711504448610812,2.735945043754115
CDNS,ON,1.9784859134689878,0.7575733209795927,2.7360592344485806
ADI,HPE,2.343397302791083,0.3927620434003294,2.736159346191412
PTC,TER,1.5641341556798805,1.1728345447791864,2.736968700459067
FICO,JNPR,1.9505316636986891,0.7876659472839482,2.7381976109826374
MSFT,CTSH,2.0662763518381646,0.6726511806333306,2.7389275324714952
SNPS,ON,2.092444045885829,0.6466613573061513,2.73910540319198
CSCO,KLAC,2.759847509248003,0.01942691659717699,2.740420592650826
TER,FICO,2.888012907444673,0.1475386267411407,2.7404742807035323
ENPH,KLAC,7.447449492364927,4.7057812101331,2.741668282231827
NTAP,CTSH,2.0881222027625936,0.653863624243531,2.7419858270061246
ON,JNPR,2.5683448768622257,0.17376814410180552,2.742113020964031
AKAM,HPQ,6.020539805294995,3.276689351022791,2.7438504542722044
ACN,CTSH,1.9468629142206837,0.7974404318312265,2.74430334605191
AAPL,FSLR,1.4409123203580902,1.3045404729582866,2.745452793316377
TER,PTC,2.888012907444673,0.14144426526972254,2.7465686421749504
ANET,MCHP,3.05937788558553,0.3126265017679506,2.746751383817579
HPQ,NOW,2.129533095192412,0.6187256318556611,2.748258727048073
STX,KEYS,3.8927785927274203,1.1444471961233922,2.748331396604028
ENPH,CSCO,7.447449492364927,4.698877222489868,2.7485722698750594
ACN,KEYS,1.9468629142206837,0.8026952596290264,2.74955817384971
MPWR,NXPI,3.380903050735077,0.6311726443311807,2.7497304064038963
NOW,FFIV,2.797180042416524,0.04658944239563034,2.7505906000208937
CSCO,AMAT,2.759847509248003,0.00923904732783054,2.7506084619201725
STX,TRMB,3.8927785927274203,1.1420299959857871,2.750748596741633
FICO,FFIV,1.9505316636986891,0.8006282127462572,2.7511598764449463
JBL,TER,1.8143173922707578,0.9375203770589124,2.7518377693296703
MSI,CDNS,2.5578823667382116,0.1941324232636128,2.7520147900018244
ANET,NVDA,3.05937788558553,0.30711493950373603,2.752262946081794
KLAC,TDY,3.139092882517129,0.38620516894834056,2.7528877135687884
PTC,NOW,1.5641341556798805,1.1894491726264167,2.753583328306297
HPQ,CTSH,2.129533095192412,0.624288688069845,2.753821783262257
QCOM,ADI,2.879957102643751,0.12567507804498002,2.754282024598771
MSFT,TRMB,2.0662763518381646,0.6882310064226882,2.754507358260853
APH,CSCO,1.995950905165686,0.7599619887734375,2.7559128939391235
MCHP,ANET,2.4409641619121225,0.3165818994317844,2.757546061343907
TER,APH,2.888012907444673,0.12932793135576226,2.7586849760889107
GEN,CTSH,5.8771104142912725,3.1180453169247144,2.759065097366558
ENPH,ON,7.447449492364927,4.685837000590887,2.76161249177404
ON,NVDA,2.5683448768622257,0.19408313068960803,2.7624280075518337
KLAC,TEL,3.139092882517129,0.3765765261978089,2.76251635631932
JNPR,NOW,2.8448980236794497,0.08234146929773045,2.762556554381719
MSI,NTAP,2.5578823667382116,0.2065035828752828,2.7643859496134944
ENPH,MCHP,7.447449492364927,4.682146566453817,2.765302925911111
QCOM,NXPI,2.879957102643751,0.11424837822669742,2.7657087244170535
LRCX,GLW,4.4820117951848415,1.7145155780394976,2.767496217145344
HPQ,FSLR,2.129533095192412,0.6386905400651721,2.768223635257584
GLW,INTU,3.0980904176886708,0.3295689500558643,2.7685214676328065
GEN,ON,5.8771104142912725,3.107510705125477,2.7695997091657953
FSLR,CTSH,2.7552572761676277,0.014550708971932114,2.76980798513956
NTAP,NOW,2.0881222027625936,0.6830890915700856,2.771211294332679
KLAC,AVGO,3.139092882517129,0.3674738236690165,2.7716190588481124
QCOM,TER,2.879957102643751,0.10737606344325235,2.7725810392004986
TEL,INTU,2.173030530303121,0.5999665504104996,2.772997080713621
GEN,KEYS,5.8771104142912725,3.103651299857431,2.7734591144338414
GLW,ORCL,3.0980904176886708,0.3236624855346766,2.774427932153994
PANW,FFIV,5.849219933171038,3.0738985607344977,2.77532137243654
PTC,FSLR,1.5641341556798805,1.2144071931670302,2.7785413488469106
TEL,GLW,2.173030530303121,0.6062468899891975,2.7792774202923187
INTC,CDW,10.603815942928815,7.823605743670411,2.7802101992584043
GLW,HPQ,3.0980904176886708,0.3160648426068571,2.7820255750818137
STX,TER,3.8927785927274203,1.1099267121620255,2.782851880565395
FSLR,TRMB,2.7552572761676277,0.029034420519431947,2.7842916966870597
JBL,QCOM,1.8143173922707578,0.9709807152332746,2.7852981075040324
INTC,GLW,10.603815942928815,7.818447636538705,2.7853683063901093
CSCO,GLW,2.759847509248003,0.02755072167497641,2.7873982309229794
ON,FSLR,2.5683448768622257,0.2208418719851757,2.7891867488474014
AVGO,ACN,3.0258176809378923,0.23583165638265147,2.789986024555241
FTNT,LRCX,2.45875407324991,0.3315025607905788,2.790256634040489
PANW,TRMB,5.849219933171038,3.0585973556530095,2.7906225775180284
SNPS,NXPI,2.092444045885829,0.6984953922713961,2.790939438157225
LRCX,TER,4.4820117951848415,1.6891368610745867,2.792874934110255
MSFT,TER,2.0662763518381646,0.7266037794156448,2.7928801312538094
GLW,KLAC,3.0980904176886708,0.30485464594933553,2.7932357717393352
CDW,INTU,1.9741935302225542,0.8194071187070111,2.7936006489295653
ANET,LRCX,3.05937788558553,0.26534568805923175,2.794032197526298
TRMB,ADI,3.7158311433298037,0.9213514041445494,2.7944797391852543
MSI,CDW,2.5578823667382116,0.23728758774715075,2.7951699544853623
FICO,CTSH,1.9505316636986891,0.8448671522890985,2.7953988159877876
ACN,TRMB,1.9468629142206837,0.8486377388385942,2.795500653059278
KEYS,TRMB,2.576695208754098,0.21924139597414394,2.795936604728242
CDNS,MCHP,1.9784859134689878,0.8194407300697246,2.7979266435387125
ROP,TRMB,3.580481743711221,0.7821298267954209,2.7983519169158
QCOM,ON,2.879957102643751,0.08120543058770302,2.798751672056048
AMD,CDNS,5.411054161665114,2.612299927677698,2.7987542339874163
CSCO,FTNT,2.759847509248003,0.0392991758537935,2.7991466851017965
GLW,NTAP,3.0980904176886708,0.29872016987216554,2.7993702478165052
AAPL,JNPR,1.4409123203580902,1.360015115136719,2.8009274354948093
STX,CDNS,3.8927785927274203,1.0909773890112628,2.8018012037161575
ADI,CTSH,2.343397302791083,0.45986678764095323,2.803264090432036
ENPH,PANW,7.447449492364927,4.643403663668047,2.8040458286968803
AKAM,JBL,6.020539805294995,3.215550771237314,2.8049890340576815
TEL,CSCO,2.173030530303121,0.6340339221599103,2.8070644524630315
KLAC,SNPS,3.139092882517129,0.33136156031507014,2.807731322202059
SNPS,ADI,2.092444045885829,0.7153949745307693,2.807839020416598
MPWR,ON,3.380903050735077,0.5728215586063525,2.8080814921287245
TER,ROP,2.888012907444673,0.0795519132733693,2.8084609941713037
HPQ,TRMB,2.129533095192412,0.6792575370370315,2.8087906322294436
MCHP,FSLR,2.4409641619121225,0.3684735059376858,2.8094376678498083
MSI,FTNT,2.5578823667382116,0.25214010031311984,2.8100224670513314
APH,KLAC,1.995950905165686,0.8142835142615206,2.8102344194272066
NOW,KEYS,2.797180042416524,0.01344089053622044,2.8106209329527445
AVGO,GLW,3.0258176809378923,0.2142516771133227,2.8115660038245696
AKAM,IBM,6.020539805294995,3.208958836687111,2.8115809686078843
MPWR,LRCX,3.380903050735077,0.568240028759293,2.812663021975784
ORCL,ACN,4.2839967537500225,1.471010070194823,2.8129866835551995
QCOM,MCHP,2.879957102643751,0.06564397665500632,2.8143131259887446
MPWR,NOW,3.380903050735077,0.5645665093843197,2.8163365413507573
NXPI,ON,2.714324428404252,0.10271135593014646,2.8170357843343985
FSLR,TER,2.7552572761676277,0.062081214659493344,2.817338490827121
FTNT,FSLR,2.45875407324991,0.36027823662627556,2.8190323098761856
JNPR,FSLR,2.8448980236794497,0.025453744473180162,2.8194442792062695
AKAM,ACN,6.020539805294995,3.2006309345914947,2.8199088707035007
AKAM,GLW,6.020539805294995,3.199723063927864,2.8208167413671315
APH,AMAT,1.995950905165686,0.8276203725047617,2.823571277670448
ORCL,HPQ,4.2839967537500225,1.4597428414907547,2.824253912259268
SNPS,TER,2.092444045885829,0.7319092584627342,2.824353304348563
TEL,ADI,2.173030530303121,0.6517830907433515,2.8248136210464727
MU,MSI,5.1311022881773365,2.306250567278534,2.8248517208988027
SNPS,FSLR,2.092444045885829,0.7324286763352594,2.8248727222210883
HPE,JNPR,2.706802757293325,0.11837573910251331,2.8251784963958384
AMAT,HPE,2.489585993914365,0.3356520261106932,2.825238020025058
FTNT,HPE,2.45875407324991,0.3672949801159735,2.8260490533658835
GLW,NVDA,3.0980904176886708,0.2720233005557309,2.82606711713294
TER,TRMB,2.888012907444673,0.061472410257065846,2.826540497187607
TER,TDY,2.888012907444673,0.060590373130803066,2.82742253431387
MPWR,CTSH,3.380903050735077,0.5525226429376913,2.8283804077973858
CDW,ANET,1.9741935302225542,0.855235672202628,2.829429202425182
INTC,NTAP,10.603815942928815,7.773981246343235,2.8298346965855803
AMAT,QCOM,2.489585993914365,0.3404412332108908,2.830027227125256
STX,CSCO,3.8927785927274203,1.062691790342864,2.8300868023845562
TEL,FTNT,2.173030530303121,0.6571832768547332,2.8302138071578544
STX,CTSH,3.8927785927274203,1.062458202711908,2.8303203900155123
MPWR,ANET,3.380903050735077,0.5474522554432939,2.833450795291783
NXPI,LRCX,2.714324428404252,0.11998530382833916,2.834309732232591
