signal,pred,prev_spread,next_spread
0,0.32492542,0.3254013831777324,[0.33879888]
0,0.3219339,0.3387988767198807,[0.32197518]
1,0.3237734,0.3219751798199718,[0.30558212]
1,0.31568262,0.3055821231474096,[0.28682608]
1,0.30193552,0.28682608062599635,[0.29548485]
0,0.28919792,0.2954848500263526,[0.29010332]
0,0.28937817,0.290103318620376,[0.28272484]
1,0.28425288,0.2827248385519557,[0.26369259]
1,0.27948558,0.2636925864997581,[0.25147855]
1,0.26364338,0.2514785477965107,[0.25616444]
0,0.25118762,0.2561644403842156,[0.25340277]
0,0.24475843,0.25340276548661705,[0.22698503]
1,0.23744598,0.226985026528587,[0.21879964]
1,0.22226742,0.21879963906379113,[0.22680271]
0,0.21234955,0.2268027086191246,[0.25128264]
0,0.2229505,0.2512826366224688,[0.26011952]
0,0.23912963,0.2601195198298402,[0.24580581]
0,0.24532165,0.24580581222768794,[0.26175071]
0,0.25513685,0.2617507115793733,[0.25356687]
1,0.2564061,0.25356686561880803,[0.26233536]
0,0.25731567,0.26233536209303754,[0.27735003]
0,0.2644797,0.2773500337098947,[0.37662501]
0,0.31729504,0.3766250082155168,[0.35316598]
0,0.3393962,0.3531659764231131,[0.33517928]
1,0.36024964,0.3351792846495466,[0.34902928]
1,0.35562944,0.3490292797517673,[0.32658077]
1,0.35686547,0.3265807740509343,[0.30818222]
1,0.33464277,0.30818222037428555,[0.32470266]
0,0.32042032,0.32470266135099946,[0.31075569]
1,0.31582782,0.3107556916189955,[0.28572909]
1,0.30208454,0.2857290901607606,[0.26865034]
1,0.28377998,0.26865034437905183,[0.27534888]
0,0.26657438,0.27534888094500365,[0.25854228]
1,0.25966954,0.25854228072838,[0.26478733]
0,0.24975805,0.264787334777022,[0.2617566]
0,0.2499281,0.26175659732279943,[0.27645106]
0,0.25115684,0.27645105646992413,[0.26524642]
0,0.25744277,0.2652464227642617,[0.26386888]
0,0.257088,0.2638688785290461,[0.26111379]
0,0.25596935,0.2611137900586149,[0.26451183]
0,0.25577715,0.2645118259299789,[0.26956306]
0,0.2602141,0.2695630550203501,[0.28232867]
0,0.27110136,0.2823286719646765,[0.28756376]
0,0.28073913,0.2875637604687405,[0.28269611]
1,0.2860375,0.28269611051856586,[0.29913555]
0,0.29287344,0.29913555245479634,[0.31355436]
0,0.3061032,0.3135543626181299,[0.31998314]
0,0.31287837,0.31998313594371625,[0.34165753]
0,0.33501288,0.34165752624726253,[0.30767661]
1,0.33754307,0.3076766069866296,[0.30758468]
1,0.32969293,0.30758467727978306,[0.28912488]
1,0.3076353,0.28912488384415297,[0.29188011]
1,0.29421687,0.29188011245133216,[0.32935086]
0,0.30621943,0.3293508571534274,[0.32632012]
0,0.31657553,0.32632011969920477,[0.28646144]
1,0.31857917,0.28646144480707153,[0.27856334]
1,0.3013626,0.2785633376761708,[0.27727744]
1,0.2825818,0.2772774428743055,[0.29739057]
0,0.27979898,0.29739056966569105,[0.27691014]
1,0.28122038,0.2769101444571641,[0.2824206]
0,0.27348766,0.282420601671523,[0.29050257]
0,0.27448356,0.29050256821611653,[0.31291142]
0,0.28878826,0.3129114152171974,[0.32778959]
0,0.3084381,0.3277895936412669,[0.32916728]
0,0.32043746,0.32916727801323054,[0.32788138]
1,0.33099562,0.32788138321136523,[0.33568784]
