signal,pred,prev_spread,next_spread
1,0.47332042,0.41340174225475645,[0.3986204]
1,0.47534645,0.39862039849462694,[0.37908393]
1,0.47340447,0.37908393400170115,[0.37313019]
1,0.4722001,0.37313018509800744,[0.37477149]
1,0.47504365,0.3747714869401553,[0.35025406]
1,0.4712937,0.35025406041806706,[0.34112131]
1,0.4684589,0.34112131042712013,[0.35527494]
1,0.46712905,0.35527494433458084,[0.36396608]
1,0.46281874,0.363966080527393,[0.35747657]
1,0.45716846,0.35747656576380205,[0.35354382]
1,0.45401645,0.3535438182458924,[0.34442176]
1,0.45059103,0.3444217553088603,[0.33145041]
1,0.44696635,0.3314504098617661,[0.29674946]
1,0.44383526,0.2967494574774491,[0.28318229]
1,0.43999326,0.2831822866939113,[0.28303717]
1,0.43613058,0.2830371723998443,[0.28482774]
1,0.43077153,0.2848277397057616,[0.25928118]
1,0.42595148,0.2592811763885001,[0.2466398]
1,0.42262322,0.24663980477137215,[0.24202114]
1,0.41969043,0.24202114270219954,[0.24708628]
1,0.4154588,0.24708627632128644,[0.21661183]
1,0.41278148,0.21661183295339836,[0.24543279]
1,0.41046494,0.2454327859383102,[0.22667462]
1,0.4058568,0.22667462160321716,[0.22248936]
1,0.40221864,0.22248935931553437,[0.24939362]
1,0.3975693,0.2493936200937812,[0.23160356]
1,0.39202303,0.23160356152695927,[0.2961902]
1,0.38732558,0.29619019776349154,[0.27396837]
1,0.3829013,0.27396836808686764,[0.26363867]
1,0.3802932,0.26363866805745584,[0.26200408]
1,0.3779441,0.2620040787450396,[0.26176985]
1,0.37715137,0.26176984678650894,[0.24013324]
1,0.37765342,0.2401332437151733,[0.26675938]
1,0.37682945,0.2667593761233552,[0.25642968]
1,0.37874293,0.25642967609394374,[0.31362829]
1,0.38116896,0.3136282901331996,[0.2917246]
1,0.3817495,0.2917245990367521,[0.28338092]
1,0.3861348,0.2833809245803124,[0.3133983]
1,0.38992387,0.313398297667131,[0.35404929]
1,0.3915977,0.3540492893992375,[0.35290816]
1,0.3960021,0.3529081593448572,[0.37146203]
1,0.39878976,0.37146203313693305,[0.3829447]
1,0.40062207,0.3829446984705148,[0.38401137]
1,0.40370345,0.3840113724385297,[0.39912569]
1,0.40398884,0.3991256930024528,[0.40516167]
1,0.40594286,0.4051616703953592,[0.40293152]
1,0.41020554,0.4029315207147789,[0.38947255]
1,0.4139923,0.3894725453117839,[0.41826214]
1,0.41973048,0.4182621437170281,[0.40329462]
