signal,pred,prev_spread,next_spread
1,0.4273014,0.403294615579605,[0.41802438]
1,0.43593216,0.4180243788481123,[0.42033243]
1,0.44189382,0.420332429202684,[0.4155895]
1,0.44616693,0.41558949701071624,[0.42831151]
1,0.45267105,0.42831150730738365,[0.42857224]
1,0.45800936,0.42857223609380235,[0.41291084]
1,0.46007454,0.41291084435674985,[0.42134788]
1,0.46444058,0.42134787597011525,[0.41470901]
1,0.46737182,0.41470900741999517,[0.39469622]
1,0.4681481,0.3946962182844015,[0.37284773]
1,0.46995175,0.37284772891272044,[0.39095902]
1,0.4707669,0.39095901735630556,[0.38615991]
1,0.4707324,0.38615991188921506,[0.38715204]
1,0.47097188,0.38715204144810467,[0.39136548]
1,0.47073275,0.3913654786961088,[0.37614773]
1,0.46970862,0.37614773218066255,[0.36138026]
1,0.46859586,0.36138025509379446,[0.36165105]
1,0.46705067,0.3616510526748107,[0.35013173]
1,0.46525693,0.3501317333959837,[0.33165346]
1,0.46221423,0.33165346388614847,[0.34819066]
1,0.45885354,0.348190664107662,[0.35964595]
1,0.45460546,0.35964594938575944,[0.35546766]
1,0.44949752,0.3554676645960868,[0.35645838]
1,0.44489866,0.3564583809908225,[0.37720054]
1,0.4407254,0.3772005394754159,[0.37160467]
1,0.43674523,0.37160467439373057,[0.38892698]
1,0.4333976,0.3889269756255681,[0.39028865]
1,0.43174553,0.3902886476107369,[0.39866818]
1,0.43022197,0.3986681811075852,[0.34826194]
1,0.4290319,0.34826194057468096,[0.34967528]
1,0.42838752,0.34967528137423154,[0.35312579]
1,0.427714,0.35312578662457805,[0.34429696]
1,0.42664284,0.34429695524950743,[0.35815621]
1,0.4281202,0.3581562093991315,[0.36253949]
1,0.4301241,0.3625394913138983,[0.34665676]
1,0.43192607,0.3466567627412206,[0.36276498]
1,0.434528,0.3627649793192259,[0.35407782]
1,0.4370414,0.354077817650597,[0.34983541]
1,0.43754023,0.3498354105374353,[0.34202335]
1,0.4367655,0.3420233507711903,[0.39380372]
1,0.4364797,0.3938037167983707,[0.3872605]
1,0.43536198,0.3872605017969266,[0.38942547]
1,0.43346882,0.3894254692809027,[0.36836129]
1,0.4323992,0.3683612860147093,[0.36885183]
1,0.43083167,0.3688518306216775,[0.34034054]
1,0.4293489,0.34034053723201774,[0.348527]
1,0.42980862,0.3485269971763214,[0.3459629]
1,0.43142682,0.3459628991415912,[0.33196772]
1,0.43289524,0.3319677162649012,[0.35167341]
1,0.43524992,0.3516734071652723,[0.23070541]
1,0.43646157,0.23070540738431267,[0.23497016]
1,0.4362315,0.23497016015566008,[0.23695097]
1,0.43649477,0.23695097468581394,[0.23429802]
1,0.43692827,0.23429802395489896,[0.23300454]
1,0.43504846,0.23300453714016245,[0.22339308]
1,0.43408912,0.2233930777920371,[0.2116594]
1,0.42993027,0.2116593991755954,[0.22240863]
1,0.42329818,0.22240863231323493,[0.21758762]
1,0.41742808,0.21758762280175736,[0.21956906]
1,0.40952355,0.2195690555912282,[0.22229355]
1,0.4014935,0.22229354775744103,[0.24124461]
1,0.3967802,0.24124460899955935,[0.23875011]
1,0.3905428,0.2387501092994151,[0.21640242]
1,0.38474023,0.2164024196903228,[0.21993648]
1,0.3821349,0.21993647827127638,[0.21655716]
1,0.37618965,0.2165571611651892,[0.22307732]
1,0.37183166,0.22307732392637103,[0.23148521]
1,0.3699236,0.2314852090290591,[0.20611423]
1,0.36802053,0.20611423135793605,[0.21395826]
1,0.36833167,0.21395826396316597,[0.18914107]
1,0.36839694,0.1891410699949042,[0.19959027]
1,0.36797118,0.19959027071809088,[0.19750532]
1,0.3672498,0.1975053236543366,[0.22650654]
1,0.36721224,0.226506543391647,[0.23464328]
1,0.3681959,0.23464327762228077,[0.23977607]
1,0.3686694,0.23977606647524186,[0.25361333]
1,0.36882108,0.25361332825771876,[0.25875583]
1,0.368877,0.25875583261423896,[0.2647389]
1,0.36930078,0.2647389046741292,[0.27408213]
1,0.37011755,0.27408212780126684,[0.26662689]
1,0.37114644,0.26662689198391476,[0.27256412]
1,0.37331688,0.27256412453155854,[0.25136852]
1,0.37639755,0.25136851699903995,[0.2508301]
1,0.37845445,0.2508301014563541,[0.24433979]
1,0.38087285,0.24433979178792653,[0.18622801]
1,0.3839237,0.1862280087368875,[0.20015598]
1,0.38768232,0.20015597799350127,[0.18897087]
1,0.39080495,0.18897087203710272,[0.16663988]
1,0.39409357,0.16663987542957992,[0.16270148]
1,0.3962319,0.16270147525505407,[0.14739426]
1,0.39575714,0.14739425778410564,[0.15526399]
1,0.39412826,0.15526399231238708,[0.14539565]
1,0.39112854,0.14539564621788703,[0.16994487]
1,0.3882103,0.16994486893344096,[0.16715449]
1,0.3847466,0.16715448798854637,[0.17239031]
1,0.3797279,0.1723903053406124,[0.16270081]
1,0.37619507,0.1627008128343569,[0.15782235]
1,0.37117755,0.15782234936774164,[0.18585546]
1,0.36575806,0.18585546333678094,[0.19796822]
1,0.36270648,0.19796822323754149,[0.17835443]
1,0.3588915,0.17835443216856262,[0.17879856]
1,0.35601634,0.17879856316534648,[0.15979027]
1,0.35522288,0.15979026877498992,[0.16981561]
1,0.35461414,0.16981560857472688,[0.07931362]
1,0.35389918,0.07931361733811104,[0.03946389]
1,0.35448778,0.0394638896813404,[0.04294363]
1,0.35572886,0.04294362976512334,[0.01731652]
1,0.35565108,0.01731651609108198,[0.00289699]
1,0.35613018,0.0028969865157644215,[0.00363007]
1,0.3560351,0.003630065420668016,[0.00621081]
1,0.35437047,0.006210812295588397,[0.0249525]
1,0.35152715,0.024952504436010603,[0.03748771]
1,0.34975368,0.03748771209606705,[0.01710927]
1,0.34694195,0.017109266735617634,[0.01359552]
1,0.3425532,0.013595522389378,[0.01685755]
1,0.33885807,0.016857546870680418,[0.01154202]
1,0.33451825,0.011542018228051232,[0.02096888]
1,0.32854164,0.020968883008555927,[0.01520344]
1,0.32486063,0.015203438228386768,[0.0179788]
1,0.3211531,0.01797880430414467,[0.03055914]
1,0.31697828,0.030559144894370505,[0.03624165]
1,0.31556666,0.036241654603249795,[0.00262009]
1,0.3151648,0.002620094664333772,[0.]
1,0.31428856,0.0,[0.01108477]
1,0.31514084,0.011084771301462348,[0.00635394]
1,0.31663346,0.0063539393275635625,[0.03468046]
1,0.31682795,0.03468046150408366,[0.03452228]
1,0.31718177,0.0345222754415917,[0.04195146]
1,0.31720603,0.04195145604485395,[0.04736732]
1,0.3168139,0.04736731934241978,[0.04550141]
1,0.31712943,0.04550141272254038,[0.07417646]
1,0.3171267,0.07417645650854832,[0.16997309]
1,0.31828386,0.16997308805514177,[0.1996672]
1,0.31990182,0.19966719984172565,[0.17512478]
1,0.32122046,0.1751247779786631,[0.18924821]
1,0.3233933,0.18924820550233135,[0.19526802]
1,0.32623398,0.19526801983022601,[0.20111437]
1,0.32838386,0.20111436825821338,[0.20736568]
1,0.33211797,0.20736567653909044,[0.2110702]
1,0.3375032,0.21107019804612392,[0.21060703]
1,0.3423894,0.21060703349464016,[0.20447143]
1,0.34882373,0.20447142802887452,[0.18791692]
